question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng8.2-01,ENG8.2,mc,"What does the idiom 'bite the bullet' mean?","'To endure a painful or difficult situation with courage' is correct — the idiom originates from soldiers biting a bullet during surgery and now means to stoically face something unpleasant. 'To be extremely hungry and impatient' misreads 'bullet' as food-related. 'To make a hasty and regrettable decision' confuses this idiom with 'jumping the gun'. 'To interrupt someone abruptly' is unrelated to the original meaning.",k-eng-8-2-1,easy,ai-generated,false,A,To endure a painful or difficult situation with courage,true,1
q-eng8.2-01,ENG8.2,mc,"What does the idiom 'bite the bullet' mean?","'To endure a painful or difficult situation with courage' is correct — the idiom originates from soldiers biting a bullet during surgery and now means to stoically face something unpleasant. 'To be extremely hungry and impatient' misreads 'bullet' as food-related. 'To make a hasty and regrettable decision' confuses this idiom with 'jumping the gun'. 'To interrupt someone abruptly' is unrelated to the original meaning.",k-eng-8-2-1,easy,ai-generated,false,B,To be extremely hungry and impatient,false,2
q-eng8.2-01,ENG8.2,mc,"What does the idiom 'bite the bullet' mean?","'To endure a painful or difficult situation with courage' is correct — the idiom originates from soldiers biting a bullet during surgery and now means to stoically face something unpleasant. 'To be extremely hungry and impatient' misreads 'bullet' as food-related. 'To make a hasty and regrettable decision' confuses this idiom with 'jumping the gun'. 'To interrupt someone abruptly' is unrelated to the original meaning.",k-eng-8-2-1,easy,ai-generated,false,C,To make a hasty and regrettable decision,false,3
q-eng8.2-01,ENG8.2,mc,"What does the idiom 'bite the bullet' mean?","'To endure a painful or difficult situation with courage' is correct — the idiom originates from soldiers biting a bullet during surgery and now means to stoically face something unpleasant. 'To be extremely hungry and impatient' misreads 'bullet' as food-related. 'To make a hasty and regrettable decision' confuses this idiom with 'jumping the gun'. 'To interrupt someone abruptly' is unrelated to the original meaning.",k-eng-8-2-1,easy,ai-generated,false,D,To interrupt someone abruptly during a conversation,false,4
q-eng8.2-02,ENG8.2,mc,"What does the phrase 'burn the midnight oil' mean?","'To work or study late into the night' is correct — before electricity, people literally burned oil lamps late at night to continue working. 'To waste time on unimportant activities' is the opposite; burning midnight oil implies hard, purposeful effort. 'To cause problems by working recklessly' introduces a negative meaning absent from the idiom. 'To be extravagant with money' confuses 'oil' with costly resources.",k-eng-8-2-1,easy,ai-generated,false,A,To waste time on unimportant activities,false,1
q-eng8.2-02,ENG8.2,mc,"What does the phrase 'burn the midnight oil' mean?","'To work or study late into the night' is correct — before electricity, people literally burned oil lamps late at night to continue working. 'To waste time on unimportant activities' is the opposite; burning midnight oil implies hard, purposeful effort. 'To cause problems by working recklessly' introduces a negative meaning absent from the idiom. 'To be extravagant with money' confuses 'oil' with costly resources.",k-eng-8-2-1,easy,ai-generated,false,B,To cause problems by working recklessly,false,2
q-eng8.2-02,ENG8.2,mc,"What does the phrase 'burn the midnight oil' mean?","'To work or study late into the night' is correct — before electricity, people literally burned oil lamps late at night to continue working. 'To waste time on unimportant activities' is the opposite; burning midnight oil implies hard, purposeful effort. 'To cause problems by working recklessly' introduces a negative meaning absent from the idiom. 'To be extravagant with money' confuses 'oil' with costly resources.",k-eng-8-2-1,easy,ai-generated,false,C,To work or study late into the night,true,3
q-eng8.2-02,ENG8.2,mc,"What does the phrase 'burn the midnight oil' mean?","'To work or study late into the night' is correct — before electricity, people literally burned oil lamps late at night to continue working. 'To waste time on unimportant activities' is the opposite; burning midnight oil implies hard, purposeful effort. 'To cause problems by working recklessly' introduces a negative meaning absent from the idiom. 'To be extravagant with money' confuses 'oil' with costly resources.",k-eng-8-2-1,easy,ai-generated,false,D,To be extravagant with money and resources,false,4
q-eng8.2-03,ENG8.2,mc,"What does the idiom 'spill the beans' mean?","'To reveal secret or confidential information' is correct — the phrase means to accidentally or deliberately disclose something that was supposed to be kept private. 'To create confusion or disorder' is not related to disclosure of secrets. 'To make a careless and messy mistake' takes the phrase too literally. 'To disagree strongly in public' describes a confrontation, not the revelation of information.",k-eng-8-2-1,easy,ai-generated,false,A,To create confusion or disorder,false,1
q-eng8.2-03,ENG8.2,mc,"What does the idiom 'spill the beans' mean?","'To reveal secret or confidential information' is correct — the phrase means to accidentally or deliberately disclose something that was supposed to be kept private. 'To create confusion or disorder' is not related to disclosure of secrets. 'To make a careless and messy mistake' takes the phrase too literally. 'To disagree strongly in public' describes a confrontation, not the revelation of information.",k-eng-8-2-1,easy,ai-generated,false,B,To make a careless and messy mistake,false,2
q-eng8.2-03,ENG8.2,mc,"What does the idiom 'spill the beans' mean?","'To reveal secret or confidential information' is correct — the phrase means to accidentally or deliberately disclose something that was supposed to be kept private. 'To create confusion or disorder' is not related to disclosure of secrets. 'To make a careless and messy mistake' takes the phrase too literally. 'To disagree strongly in public' describes a confrontation, not the revelation of information.",k-eng-8-2-1,easy,ai-generated,false,C,To disagree strongly with someone in public,false,3
q-eng8.2-03,ENG8.2,mc,"What does the idiom 'spill the beans' mean?","'To reveal secret or confidential information' is correct — the phrase means to accidentally or deliberately disclose something that was supposed to be kept private. 'To create confusion or disorder' is not related to disclosure of secrets. 'To make a careless and messy mistake' takes the phrase too literally. 'To disagree strongly in public' describes a confrontation, not the revelation of information.",k-eng-8-2-1,easy,ai-generated,false,D,To reveal secret or confidential information,true,4
