question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng5.3-01,ENG5.3,mc,"Choose the correct option: 'The students, along with their teacher, _____ attending the workshop tomorrow.'","'Are' is correct — the subject is 'students' (plural); 'along with their teacher' is an interrupter phrase that does not change the verb. Strip it out: 'The students … are attending.' 'Is' treats the plural subject as singular. 'Was' shifts to past tense. 'Has been' is present perfect singular, doubly wrong here.",k-eng-5-3-1,easy,ai-generated,false,A,is,false,1
q-eng5.3-01,ENG5.3,mc,"Choose the correct option: 'The students, along with their teacher, _____ attending the workshop tomorrow.'","'Are' is correct — the subject is 'students' (plural); 'along with their teacher' is an interrupter phrase that does not change the verb. Strip it out: 'The students … are attending.' 'Is' treats the plural subject as singular. 'Was' shifts to past tense. 'Has been' is present perfect singular, doubly wrong here.",k-eng-5-3-1,easy,ai-generated,false,B,are,true,2
q-eng5.3-01,ENG5.3,mc,"Choose the correct option: 'The students, along with their teacher, _____ attending the workshop tomorrow.'","'Are' is correct — the subject is 'students' (plural); 'along with their teacher' is an interrupter phrase that does not change the verb. Strip it out: 'The students … are attending.' 'Is' treats the plural subject as singular. 'Was' shifts to past tense. 'Has been' is present perfect singular, doubly wrong here.",k-eng-5-3-1,easy,ai-generated,false,C,was,false,3
q-eng5.3-01,ENG5.3,mc,"Choose the correct option: 'The students, along with their teacher, _____ attending the workshop tomorrow.'","'Are' is correct — the subject is 'students' (plural); 'along with their teacher' is an interrupter phrase that does not change the verb. Strip it out: 'The students … are attending.' 'Is' treats the plural subject as singular. 'Was' shifts to past tense. 'Has been' is present perfect singular, doubly wrong here.",k-eng-5-3-1,easy,ai-generated,false,D,has been,false,4
q-eng5.3-02,ENG5.3,mc,"Choose the correct option: 'The number of applicants _____ increased significantly this year.'","'Has' is correct — 'the number of' is a singular phrase and takes a singular verb. 'Have' would be correct for 'a number of' (which takes a plural verb), not 'the number of'. 'Are' is plural present tense, wrong here. 'Were' is plural past tense, also wrong.",k-eng-5-3-1,easy,ai-generated,false,A,have,false,1
q-eng5.3-02,ENG5.3,mc,"Choose the correct option: 'The number of applicants _____ increased significantly this year.'","'Has' is correct — 'the number of' is a singular phrase and takes a singular verb. 'Have' would be correct for 'a number of' (which takes a plural verb), not 'the number of'. 'Are' is plural present tense, wrong here. 'Were' is plural past tense, also wrong.",k-eng-5-3-1,easy,ai-generated,false,B,has,true,2
q-eng5.3-02,ENG5.3,mc,"Choose the correct option: 'The number of applicants _____ increased significantly this year.'","'Has' is correct — 'the number of' is a singular phrase and takes a singular verb. 'Have' would be correct for 'a number of' (which takes a plural verb), not 'the number of'. 'Are' is plural present tense, wrong here. 'Were' is plural past tense, also wrong.",k-eng-5-3-1,easy,ai-generated,false,C,are,false,3
q-eng5.3-02,ENG5.3,mc,"Choose the correct option: 'The number of applicants _____ increased significantly this year.'","'Has' is correct — 'the number of' is a singular phrase and takes a singular verb. 'Have' would be correct for 'a number of' (which takes a plural verb), not 'the number of'. 'Are' is plural present tense, wrong here. 'Were' is plural past tense, also wrong.",k-eng-5-3-1,easy,ai-generated,false,D,were,false,4
q-eng5.3-03,ENG5.3,mc,"Choose the correct option: 'A number of students _____ submitted their projects ahead of the deadline.'","'Have' is correct — 'a number of' means 'several/many' and always takes a plural verb. 'Has' is the singular form, used with 'the number of', not 'a number of'. 'Is' is present singular, wrong with a plural subject. 'Was' is past singular, also wrong.",k-eng-5-3-1,easy,ai-generated,false,A,has,false,1
q-eng5.3-03,ENG5.3,mc,"Choose the correct option: 'A number of students _____ submitted their projects ahead of the deadline.'","'Have' is correct — 'a number of' means 'several/many' and always takes a plural verb. 'Has' is the singular form, used with 'the number of', not 'a number of'. 'Is' is present singular, wrong with a plural subject. 'Was' is past singular, also wrong.",k-eng-5-3-1,easy,ai-generated,false,B,have,true,2
q-eng5.3-03,ENG5.3,mc,"Choose the correct option: 'A number of students _____ submitted their projects ahead of the deadline.'","'Have' is correct — 'a number of' means 'several/many' and always takes a plural verb. 'Has' is the singular form, used with 'the number of', not 'a number of'. 'Is' is present singular, wrong with a plural subject. 'Was' is past singular, also wrong.",k-eng-5-3-1,easy,ai-generated,false,C,is,false,3
q-eng5.3-03,ENG5.3,mc,"Choose the correct option: 'A number of students _____ submitted their projects ahead of the deadline.'","'Have' is correct — 'a number of' means 'several/many' and always takes a plural verb. 'Has' is the singular form, used with 'the number of', not 'a number of'. 'Is' is present singular, wrong with a plural subject. 'Was' is past singular, also wrong.",k-eng-5-3-1,easy,ai-generated,false,D,was,false,4
q-eng5.3-04,ENG5.3,mc,"Identify the part that contains an error: 'The manager, (A) as well as his assistants, (B) are responsible (C) for the delay in (D) submitting the report.'","Part B is wrong — 'as well as his assistants' is an interrupter; the subject remains 'the manager' (singular) so the verb must be 'is responsible'. 'The manager' is the correct singular subject. 'For the delay in' is a correct prepositional phrase. 'Submitting the report' is a correct gerund phrase.",k-eng-5-3-1,medium,ai-generated,false,A,The manager,false,1
q-eng5.3-04,ENG5.3,mc,"Identify the part that contains an error: 'The manager, (A) as well as his assistants, (B) are responsible (C) for the delay in (D) submitting the report.'","Part B is wrong — 'as well as his assistants' is an interrupter; the subject remains 'the manager' (singular) so the verb must be 'is responsible'. 'The manager' is the correct singular subject. 'For the delay in' is a correct prepositional phrase. 'Submitting the report' is a correct gerund phrase.",k-eng-5-3-1,medium,ai-generated,false,B,are responsible,true,2
q-eng5.3-04,ENG5.3,mc,"Identify the part that contains an error: 'The manager, (A) as well as his assistants, (B) are responsible (C) for the delay in (D) submitting the report.'","Part B is wrong — 'as well as his assistants' is an interrupter; the subject remains 'the manager' (singular) so the verb must be 'is responsible'. 'The manager' is the correct singular subject. 'For the delay in' is a correct prepositional phrase. 'Submitting the report' is a correct gerund phrase.",k-eng-5-3-1,medium,ai-generated,false,C,for the delay in,false,3
q-eng5.3-04,ENG5.3,mc,"Identify the part that contains an error: 'The manager, (A) as well as his assistants, (B) are responsible (C) for the delay in (D) submitting the report.'","Part B is wrong — 'as well as his assistants' is an interrupter; the subject remains 'the manager' (singular) so the verb must be 'is responsible'. 'The manager' is the correct singular subject. 'For the delay in' is a correct prepositional phrase. 'Submitting the report' is a correct gerund phrase.",k-eng-5-3-1,medium,ai-generated,false,D,submitting the report,false,4
q-eng5.3-05,ENG5.3,mc,"Identify the part that contains an error: 'The Prime Minister, (A) along with several cabinet ministers, (B) were present (C) at the inauguration (D) ceremony.'","Part C is wrong — 'along with several cabinet ministers' is an interrupter; the subject is 'The Prime Minister' (singular) and the verb must be 'was present'. 'The Prime Minister' is the correct singular subject. 'Along with several cabinet ministers' is the correctly punctuated interrupter. 'At the inauguration ceremony' is a correct prepositional phrase.",k-eng-5-3-1,medium,ai-generated,false,A,The Prime Minister,false,1
