question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-1-1-01,TS1.1,mc,"A company streams clickstream data from its e-commerce website and needs to deliver it to Amazon S3 for downstream ML training jobs. The solution must require no custom consumer code and must automatically scale. Which AWS service best meets these requirements?","Kinesis Data Firehose is the correct answer because it is fully managed, requires no custom consumer code, automatically scales, and delivers directly to S3. Kinesis Data Streams requires custom consumer code. MSK is for Kafka workloads. AWS Glue is for batch ETL not streaming delivery.","k-1-1-1|k-1-1-2",easy,ai-generated,false,A,Amazon Kinesis Data Streams,false,1
q-1-1-01,TS1.1,mc,"A company streams clickstream data from its e-commerce website and needs to deliver it to Amazon S3 for downstream ML training jobs. The solution must require no custom consumer code and must automatically scale. Which AWS service best meets these requirements?","Kinesis Data Firehose is the correct answer because it is fully managed, requires no custom consumer code, automatically scales, and delivers directly to S3. Kinesis Data Streams requires custom consumer code. MSK is for Kafka workloads. AWS Glue is for batch ETL not streaming delivery.","k-1-1-1|k-1-1-2",easy,ai-generated,false,B,Amazon Kinesis Data Firehose,true,2
q-1-1-01,TS1.1,mc,"A company streams clickstream data from its e-commerce website and needs to deliver it to Amazon S3 for downstream ML training jobs. The solution must require no custom consumer code and must automatically scale. Which AWS service best meets these requirements?","Kinesis Data Firehose is the correct answer because it is fully managed, requires no custom consumer code, automatically scales, and delivers directly to S3. Kinesis Data Streams requires custom consumer code. MSK is for Kafka workloads. AWS Glue is for batch ETL not streaming delivery.","k-1-1-1|k-1-1-2",easy,ai-generated,false,C,Amazon MSK,false,3
q-1-1-01,TS1.1,mc,"A company streams clickstream data from its e-commerce website and needs to deliver it to Amazon S3 for downstream ML training jobs. The solution must require no custom consumer code and must automatically scale. Which AWS service best meets these requirements?","Kinesis Data Firehose is the correct answer because it is fully managed, requires no custom consumer code, automatically scales, and delivers directly to S3. Kinesis Data Streams requires custom consumer code. MSK is for Kafka workloads. AWS Glue is for batch ETL not streaming delivery.","k-1-1-1|k-1-1-2",easy,ai-generated,false,D,AWS Glue,false,4
q-1-1-02,TS1.1,mc,"A financial services company runs Apache Kafka on-premises to process real-time transaction data. The company is migrating to AWS and needs to continue using Kafka APIs with minimal refactoring. Which AWS service should the ML engineer recommend?","Amazon MSK is the correct answer because it is a fully managed Apache Kafka service that preserves Kafka APIs, allowing existing producers and consumers to work without refactoring. Kinesis Data Streams is not Kafka-compatible. Kinesis Firehose does not support Kafka APIs. Amazon MQ is for message broker protocols not Kafka.","k-1-1-4",easy,ai-generated,false,A,Amazon Kinesis Data Streams,false,1
q-1-1-02,TS1.1,mc,"A financial services company runs Apache Kafka on-premises to process real-time transaction data. The company is migrating to AWS and needs to continue using Kafka APIs with minimal refactoring. Which AWS service should the ML engineer recommend?","Amazon MSK is the correct answer because it is a fully managed Apache Kafka service that preserves Kafka APIs, allowing existing producers and consumers to work without refactoring. Kinesis Data Streams is not Kafka-compatible. Kinesis Firehose does not support Kafka APIs. Amazon MQ is for message broker protocols not Kafka.","k-1-1-4",easy,ai-generated,false,B,Amazon Kinesis Data Firehose,false,2
q-1-1-02,TS1.1,mc,"A financial services company runs Apache Kafka on-premises to process real-time transaction data. The company is migrating to AWS and needs to continue using Kafka APIs with minimal refactoring. Which AWS service should the ML engineer recommend?","Amazon MSK is the correct answer because it is a fully managed Apache Kafka service that preserves Kafka APIs, allowing existing producers and consumers to work without refactoring. Kinesis Data Streams is not Kafka-compatible. Kinesis Firehose does not support Kafka APIs. Amazon MQ is for message broker protocols not Kafka.","k-1-1-4",easy,ai-generated,false,C,Amazon MSK,true,3
q-1-1-02,TS1.1,mc,"A financial services company runs Apache Kafka on-premises to process real-time transaction data. The company is migrating to AWS and needs to continue using Kafka APIs with minimal refactoring. Which AWS service should the ML engineer recommend?","Amazon MSK is the correct answer because it is a fully managed Apache Kafka service that preserves Kafka APIs, allowing existing producers and consumers to work without refactoring. Kinesis Data Streams is not Kafka-compatible. Kinesis Firehose does not support Kafka APIs. Amazon MQ is for message broker protocols not Kafka.","k-1-1-4",easy,ai-generated,false,D,Amazon MQ,false,4
q-1-1-03,TS1.1,mc,"An ML engineer notices that a SageMaker training job is taking much longer than expected. Investigation reveals that the GPUs are idle for most of the training time while waiting for data to load from Amazon S3. What is the most effective solution?","Amazon FSx for Lustre is correct because it provides sub-millisecond latency file access and links directly to the S3 bucket, eliminating the I/O bottleneck. EFS is for shared access not high-throughput training. EBS is block storage attached to a single instance and not optimized for this scenario. S3 Transfer Acceleration speeds uploads not training reads.","k-1-1-6|k-1-1-5",easy,ai-generated,false,A,Enable S3 Transfer Acceleration on the training bucket,false,1
q-1-1-03,TS1.1,mc,"An ML engineer notices that a SageMaker training job is taking much longer than expected. Investigation reveals that the GPUs are idle for most of the training time while waiting for data to load from Amazon S3. What is the most effective solution?","Amazon FSx for Lustre is correct because it provides sub-millisecond latency file access and links directly to the S3 bucket, eliminating the I/O bottleneck. EFS is for shared access not high-throughput training. EBS is block storage attached to a single instance and not optimized for this scenario. S3 Transfer Acceleration speeds uploads not training reads.","k-1-1-6|k-1-1-5",easy,ai-generated,false,B,Mount an Amazon FSx for Lustre file system linked to the S3 bucket,true,2
q-1-1-03,TS1.1,mc,"An ML engineer notices that a SageMaker training job is taking much longer than expected. Investigation reveals that the GPUs are idle for most of the training time while waiting for data to load from Amazon S3. What is the most effective solution?","Amazon FSx for Lustre is correct because it provides sub-millisecond latency file access and links directly to the S3 bucket, eliminating the I/O bottleneck. EFS is for shared access not high-throughput training. EBS is block storage attached to a single instance and not optimized for this scenario. S3 Transfer Acceleration speeds uploads not training reads.","k-1-1-6|k-1-1-5",easy,ai-generated,false,C,Mount an Amazon EFS file system for the training data,false,3
q-1-1-03,TS1.1,mc,"An ML engineer notices that a SageMaker training job is taking much longer than expected. Investigation reveals that the GPUs are idle for most of the training time while waiting for data to load from Amazon S3. What is the most effective solution?","Amazon FSx for Lustre is correct because it provides sub-millisecond latency file access and links directly to the S3 bucket, eliminating the I/O bottleneck. EFS is for shared access not high-throughput training. EBS is block storage attached to a single instance and not optimized for this scenario. S3 Transfer Acceleration speeds uploads not training reads.","k-1-1-6|k-1-1-5",easy,ai-generated,false,D,Attach a Provisioned IOPS EBS volume to the training instance,false,4
q-1-1-04,TS1.1,mc,"A data science team has ten SageMaker Studio notebooks that all need to access the same shared dataset directory simultaneously. Which storage solution should an ML engineer configure?","Amazon EFS is correct because it provides a shared POSIX-compliant file system that multiple SageMaker Studio notebooks can mount simultaneously. FSx for Lustre is optimized for high-throughput single-job training not concurrent notebook access. EBS volumes attach to single instances only. S3 requires API calls not a mounted file system.","k-1-1-7",easy,ai-generated,false,A,Amazon FSx for Lustre,false,1
q-1-1-04,TS1.1,mc,"A data science team has ten SageMaker Studio notebooks that all need to access the same shared dataset directory simultaneously. Which storage solution should an ML engineer configure?","Amazon EFS is correct because it provides a shared POSIX-compliant file system that multiple SageMaker Studio notebooks can mount simultaneously. FSx for Lustre is optimized for high-throughput single-job training not concurrent notebook access. EBS volumes attach to single instances only. S3 requires API calls not a mounted file system.","k-1-1-7",easy,ai-generated,false,B,Amazon EFS,true,2
q-1-1-04,TS1.1,mc,"A data science team has ten SageMaker Studio notebooks that all need to access the same shared dataset directory simultaneously. Which storage solution should an ML engineer configure?","Amazon EFS is correct because it provides a shared POSIX-compliant file system that multiple SageMaker Studio notebooks can mount simultaneously. FSx for Lustre is optimized for high-throughput single-job training not concurrent notebook access. EBS volumes attach to single instances only. S3 requires API calls not a mounted file system.","k-1-1-7",easy,ai-generated,false,C,Amazon EBS with Provisioned IOPS,false,3
q-1-1-04,TS1.1,mc,"A data science team has ten SageMaker Studio notebooks that all need to access the same shared dataset directory simultaneously. Which storage solution should an ML engineer configure?","Amazon EFS is correct because it provides a shared POSIX-compliant file system that multiple SageMaker Studio notebooks can mount simultaneously. FSx for Lustre is optimized for high-throughput single-job training not concurrent notebook access. EBS volumes attach to single instances only. S3 requires API calls not a mounted file system.","k-1-1-7",easy,ai-generated,false,D,Amazon S3 with S3 Transfer Acceleration,false,4
