question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng7.2-01,ENG7.2,mc,"Read the following passage and identify its central theme. 'The blue whale is the largest animal known to have ever existed on Earth. It can reach lengths of up to 30 metres and weigh as much as 180 tonnes. Despite its enormous size, it feeds primarily on tiny shrimp-like creatures called krill. A single blue whale can consume up to 40 million krill in a single day.'","A is correct — the entire passage describes the blue whale's physical characteristics (size, weight) and its biology (krill feeding), making the blue whale's size and biology the central theme. B is wrong — the passage covers only the blue whale, not marine mammals in general. C is wrong — krill is mentioned only as the whale's food source; the passage does not explore krill's broader ecological role. D is wrong — no other animals are mentioned or compared; the passage focuses solely on the blue whale.",k-eng-7-2-1,easy,ai-generated,false,A,The size and biology of the blue whale,true,1
q-eng7.2-01,ENG7.2,mc,"Read the following passage and identify its central theme. 'The blue whale is the largest animal known to have ever existed on Earth. It can reach lengths of up to 30 metres and weigh as much as 180 tonnes. Despite its enormous size, it feeds primarily on tiny shrimp-like creatures called krill. A single blue whale can consume up to 40 million krill in a single day.'","A is correct — the entire passage describes the blue whale's physical characteristics (size, weight) and its biology (krill feeding), making the blue whale's size and biology the central theme. B is wrong — the passage covers only the blue whale, not marine mammals in general. C is wrong — krill is mentioned only as the whale's food source; the passage does not explore krill's broader ecological role. D is wrong — no other animals are mentioned or compared; the passage focuses solely on the blue whale.",k-eng-7-2-1,easy,ai-generated,false,B,The feeding habits of marine mammals in general,false,2
q-eng7.2-01,ENG7.2,mc,"Read the following passage and identify its central theme. 'The blue whale is the largest animal known to have ever existed on Earth. It can reach lengths of up to 30 metres and weigh as much as 180 tonnes. Despite its enormous size, it feeds primarily on tiny shrimp-like creatures called krill. A single blue whale can consume up to 40 million krill in a single day.'","A is correct — the entire passage describes the blue whale's physical characteristics (size, weight) and its biology (krill feeding), making the blue whale's size and biology the central theme. B is wrong — the passage covers only the blue whale, not marine mammals in general. C is wrong — krill is mentioned only as the whale's food source; the passage does not explore krill's broader ecological role. D is wrong — no other animals are mentioned or compared; the passage focuses solely on the blue whale.",k-eng-7-2-1,easy,ai-generated,false,C,The importance of krill in the ocean food chain,false,3
q-eng7.2-01,ENG7.2,mc,"Read the following passage and identify its central theme. 'The blue whale is the largest animal known to have ever existed on Earth. It can reach lengths of up to 30 metres and weigh as much as 180 tonnes. Despite its enormous size, it feeds primarily on tiny shrimp-like creatures called krill. A single blue whale can consume up to 40 million krill in a single day.'","A is correct — the entire passage describes the blue whale's physical characteristics (size, weight) and its biology (krill feeding), making the blue whale's size and biology the central theme. B is wrong — the passage covers only the blue whale, not marine mammals in general. C is wrong — krill is mentioned only as the whale's food source; the passage does not explore krill's broader ecological role. D is wrong — no other animals are mentioned or compared; the passage focuses solely on the blue whale.",k-eng-7-2-1,easy,ai-generated,false,D,A comparison of the world's largest known animals,false,4
q-eng7.2-02,ENG7.2,mc,"A paragraph begins: 'Urban gardening is transforming city spaces by converting rooftops and balconies into productive green zones. Community gardens bring neighbours together and reduce carbon footprints. Growing food locally cuts down on transportation emissions and packaging waste.' Which of the following sentences is MOST consistent with the theme of this paragraph?","C is correct — it extends the paragraph's urban gardening theme by describing a related policy development (city incentives for urban gardens). A is wrong — industrial farming's pesticide problems are unrelated to the small-scale urban gardening theme. B is wrong — ancient agricultural history is a separate topic that does not extend the urban and contemporary sustainability theme. D is wrong — traffic congestion and air pollution are urban challenges but have no connection to the gardening theme.",k-eng-7-2-1,medium,ai-generated,false,A,"Industrial farming uses large quantities of pesticides that are harmful to wildlife and soil health.",false,1
q-eng7.2-02,ENG7.2,mc,"A paragraph begins: 'Urban gardening is transforming city spaces by converting rooftops and balconies into productive green zones. Community gardens bring neighbours together and reduce carbon footprints. Growing food locally cuts down on transportation emissions and packaging waste.' Which of the following sentences is MOST consistent with the theme of this paragraph?","C is correct — it extends the paragraph's urban gardening theme by describing a related policy development (city incentives for urban gardens). A is wrong — industrial farming's pesticide problems are unrelated to the small-scale urban gardening theme. B is wrong — ancient agricultural history is a separate topic that does not extend the urban and contemporary sustainability theme. D is wrong — traffic congestion and air pollution are urban challenges but have no connection to the gardening theme.",k-eng-7-2-1,medium,ai-generated,false,B,"The history of agriculture dates back thousands of years to early human civilisations.",false,2
q-eng7.2-02,ENG7.2,mc,"A paragraph begins: 'Urban gardening is transforming city spaces by converting rooftops and balconies into productive green zones. Community gardens bring neighbours together and reduce carbon footprints. Growing food locally cuts down on transportation emissions and packaging waste.' Which of the following sentences is MOST consistent with the theme of this paragraph?","C is correct — it extends the paragraph's urban gardening theme by describing a related policy development (city incentives for urban gardens). A is wrong — industrial farming's pesticide problems are unrelated to the small-scale urban gardening theme. B is wrong — ancient agricultural history is a separate topic that does not extend the urban and contemporary sustainability theme. D is wrong — traffic congestion and air pollution are urban challenges but have no connection to the gardening theme.",k-eng-7-2-1,medium,ai-generated,false,C,"Many cities now offer financial incentives to residents who establish urban gardens.",true,3
q-eng7.2-02,ENG7.2,mc,"A paragraph begins: 'Urban gardening is transforming city spaces by converting rooftops and balconies into productive green zones. Community gardens bring neighbours together and reduce carbon footprints. Growing food locally cuts down on transportation emissions and packaging waste.' Which of the following sentences is MOST consistent with the theme of this paragraph?","C is correct — it extends the paragraph's urban gardening theme by describing a related policy development (city incentives for urban gardens). A is wrong — industrial farming's pesticide problems are unrelated to the small-scale urban gardening theme. B is wrong — ancient agricultural history is a separate topic that does not extend the urban and contemporary sustainability theme. D is wrong — traffic congestion and air pollution are urban challenges but have no connection to the gardening theme.",k-eng-7-2-1,medium,ai-generated,false,D,"Urban areas face significant challenges related to traffic congestion and air pollution.",false,4
q-eng7.2-03,ENG7.2,mc,"A paragraph discusses the role of social media in mental health. Which of the following sentences is INCONSISTENT with this theme?","D is correct (the inconsistent sentence) — the decline of print media is a separate topic with no direct connection to social media's effect on mental health. A is consistent — it directly addresses the social media-anxiety link. B is consistent — influencer culture and low self-esteem are central to social media's mental health impact. C is consistent — platform screen-time tools are a direct response to social media's mental health effects.",k-eng-7-2-1,medium,ai-generated,false,A,"Studies show that excessive social media use is linked to increased anxiety in teenagers.",false,1
q-eng7.2-03,ENG7.2,mc,"A paragraph discusses the role of social media in mental health. Which of the following sentences is INCONSISTENT with this theme?","D is correct (the inconsistent sentence) — the decline of print media is a separate topic with no direct connection to social media's effect on mental health. A is consistent — it directly addresses the social media-anxiety link. B is consistent — influencer culture and low self-esteem are central to social media's mental health impact. C is consistent — platform screen-time tools are a direct response to social media's mental health effects.",k-eng-7-2-1,medium,ai-generated,false,B,"Many influencers promote unrealistic body images, contributing to low self-esteem.",false,2
