question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng5.1-01,ENG5.1,mc,"Identify the part that contains an error: 'She received many (A) important informations (B) about the upcoming (C) seminar on (D) career development.'","Part B is wrong: 'information' is an uncountable noun and has no plural form — 'informations' is always incorrect. The correct form is 'important information.' Part A ('She received many') is correct in structure. Parts C and D contain no errors.",k-eng-5-1-1,easy,ai-generated,false,A,She received many,false,1
q-eng5.1-01,ENG5.1,mc,"Identify the part that contains an error: 'She received many (A) important informations (B) about the upcoming (C) seminar on (D) career development.'","Part B is wrong: 'information' is an uncountable noun and has no plural form — 'informations' is always incorrect. The correct form is 'important information.' Part A ('She received many') is correct in structure. Parts C and D contain no errors.",k-eng-5-1-1,easy,ai-generated,false,B,important informations,true,2
q-eng5.1-01,ENG5.1,mc,"Identify the part that contains an error: 'She received many (A) important informations (B) about the upcoming (C) seminar on (D) career development.'","Part B is wrong: 'information' is an uncountable noun and has no plural form — 'informations' is always incorrect. The correct form is 'important information.' Part A ('She received many') is correct in structure. Parts C and D contain no errors.",k-eng-5-1-1,easy,ai-generated,false,C,about the upcoming,false,3
q-eng5.1-01,ENG5.1,mc,"Identify the part that contains an error: 'She received many (A) important informations (B) about the upcoming (C) seminar on (D) career development.'","Part B is wrong: 'information' is an uncountable noun and has no plural form — 'informations' is always incorrect. The correct form is 'important information.' Part A ('She received many') is correct in structure. Parts C and D contain no errors.",k-eng-5-1-1,easy,ai-generated,false,D,seminar on career development,false,4
q-eng5.1-02,ENG5.1,mc,"Identify the part that contains an error: 'The manager (A) ordered new furnitures (B) for all the (C) conference rooms (D) last week.'","Part B is wrong: 'furniture' is an uncountable noun — it has no plural form. The correct phrase is 'new furniture.' Uncountable nouns like furniture, luggage, equipment, scenery, and machinery never take a plural -s. Parts A, C, and D are all grammatically correct.",k-eng-5-1-1,easy,ai-generated,false,A,The manager,false,1
q-eng5.1-02,ENG5.1,mc,"Identify the part that contains an error: 'The manager (A) ordered new furnitures (B) for all the (C) conference rooms (D) last week.'","Part B is wrong: 'furniture' is an uncountable noun — it has no plural form. The correct phrase is 'new furniture.' Uncountable nouns like furniture, luggage, equipment, scenery, and machinery never take a plural -s. Parts A, C, and D are all grammatically correct.",k-eng-5-1-1,easy,ai-generated,false,B,ordered new furnitures,true,2
q-eng5.1-02,ENG5.1,mc,"Identify the part that contains an error: 'The manager (A) ordered new furnitures (B) for all the (C) conference rooms (D) last week.'","Part B is wrong: 'furniture' is an uncountable noun — it has no plural form. The correct phrase is 'new furniture.' Uncountable nouns like furniture, luggage, equipment, scenery, and machinery never take a plural -s. Parts A, C, and D are all grammatically correct.",k-eng-5-1-1,easy,ai-generated,false,C,for all the,false,3
q-eng5.1-02,ENG5.1,mc,"Identify the part that contains an error: 'The manager (A) ordered new furnitures (B) for all the (C) conference rooms (D) last week.'","Part B is wrong: 'furniture' is an uncountable noun — it has no plural form. The correct phrase is 'new furniture.' Uncountable nouns like furniture, luggage, equipment, scenery, and machinery never take a plural -s. Parts A, C, and D are all grammatically correct.",k-eng-5-1-1,easy,ai-generated,false,D,conference rooms last week,false,4
q-eng5.1-03,ENG5.1,mc,"Choose the correct word to fill the blank: 'One of my _____ has called to confirm the meeting schedule.'","'Friends' is correct. 'One of' must always be followed by a plural noun — 'one of my friends.' Using the singular 'friend' after 'one of' is a standard exam error. 'Friendly' is an adjective, not a noun. 'Friendship' changes the meaning entirely.",k-eng-5-1-1,medium,ai-generated,false,A,friend,false,1
q-eng5.1-03,ENG5.1,mc,"Choose the correct word to fill the blank: 'One of my _____ has called to confirm the meeting schedule.'","'Friends' is correct. 'One of' must always be followed by a plural noun — 'one of my friends.' Using the singular 'friend' after 'one of' is a standard exam error. 'Friendly' is an adjective, not a noun. 'Friendship' changes the meaning entirely.",k-eng-5-1-1,medium,ai-generated,false,B,friends,true,2
q-eng5.1-03,ENG5.1,mc,"Choose the correct word to fill the blank: 'One of my _____ has called to confirm the meeting schedule.'","'Friends' is correct. 'One of' must always be followed by a plural noun — 'one of my friends.' Using the singular 'friend' after 'one of' is a standard exam error. 'Friendly' is an adjective, not a noun. 'Friendship' changes the meaning entirely.",k-eng-5-1-1,medium,ai-generated,false,C,friendly,false,3
q-eng5.1-03,ENG5.1,mc,"Choose the correct word to fill the blank: 'One of my _____ has called to confirm the meeting schedule.'","'Friends' is correct. 'One of' must always be followed by a plural noun — 'one of my friends.' Using the singular 'friend' after 'one of' is a standard exam error. 'Friendly' is an adjective, not a noun. 'Friendship' changes the meaning entirely.",k-eng-5-1-1,medium,ai-generated,false,D,friendship,false,4
q-eng5.1-04,ENG5.1,mc,"Identify the part that contains an error: 'The news (A) about the riots (B) are causing (C) widespread panic (D) in the city.'","Part C is wrong: 'news' is always singular in English even though it ends in -s — it takes a singular verb. The correct form is 'is causing.' Other words like mathematics, physics, economics, and politics follow the same rule. Parts A, B, and D are correct.",k-eng-5-1-1,medium,ai-generated,false,A,The news,false,1
