question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng8.1-01,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: ABATE","'Diminish' is correct — 'abate' means to lessen or reduce in intensity, and 'diminish' captures this meaning exactly. 'Aggravate' is the antonym, meaning to make worse. 'Sustain' means to maintain or support, the opposite of reducing. 'Accelerate' means to speed up, which contradicts the meaning of abate.",k-eng-8-1-1,medium,ai-generated,false,A,aggravate,false,1
q-eng8.1-01,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: ABATE","'Diminish' is correct — 'abate' means to lessen or reduce in intensity, and 'diminish' captures this meaning exactly. 'Aggravate' is the antonym, meaning to make worse. 'Sustain' means to maintain or support, the opposite of reducing. 'Accelerate' means to speed up, which contradicts the meaning of abate.",k-eng-8-1-1,medium,ai-generated,false,B,sustain,false,2
q-eng8.1-01,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: ABATE","'Diminish' is correct — 'abate' means to lessen or reduce in intensity, and 'diminish' captures this meaning exactly. 'Aggravate' is the antonym, meaning to make worse. 'Sustain' means to maintain or support, the opposite of reducing. 'Accelerate' means to speed up, which contradicts the meaning of abate.",k-eng-8-1-1,medium,ai-generated,false,C,diminish,true,3
q-eng8.1-01,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: ABATE","'Diminish' is correct — 'abate' means to lessen or reduce in intensity, and 'diminish' captures this meaning exactly. 'Aggravate' is the antonym, meaning to make worse. 'Sustain' means to maintain or support, the opposite of reducing. 'Accelerate' means to speed up, which contradicts the meaning of abate.",k-eng-8-1-1,medium,ai-generated,false,D,accelerate,false,4
q-eng8.1-02,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: APPEASE","'Pacify' is correct — 'appease' means to satisfy or calm someone, and 'pacify' is the closest in meaning. 'Provoke' is the antonym (to anger or stir up). 'Intimidate' means to frighten, which is the opposite in effect to appeasing. 'Confront' means to face directly in a challenging way, unrelated to calming.",k-eng-8-1-1,easy,ai-generated,false,A,provoke,false,1
q-eng8.1-02,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: APPEASE","'Pacify' is correct — 'appease' means to satisfy or calm someone, and 'pacify' is the closest in meaning. 'Provoke' is the antonym (to anger or stir up). 'Intimidate' means to frighten, which is the opposite in effect to appeasing. 'Confront' means to face directly in a challenging way, unrelated to calming.",k-eng-8-1-1,easy,ai-generated,false,B,pacify,true,2
q-eng8.1-02,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: APPEASE","'Pacify' is correct — 'appease' means to satisfy or calm someone, and 'pacify' is the closest in meaning. 'Provoke' is the antonym (to anger or stir up). 'Intimidate' means to frighten, which is the opposite in effect to appeasing. 'Confront' means to face directly in a challenging way, unrelated to calming.",k-eng-8-1-1,easy,ai-generated,false,C,intimidate,false,3
q-eng8.1-02,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: APPEASE","'Pacify' is correct — 'appease' means to satisfy or calm someone, and 'pacify' is the closest in meaning. 'Provoke' is the antonym (to anger or stir up). 'Intimidate' means to frighten, which is the opposite in effect to appeasing. 'Confront' means to face directly in a challenging way, unrelated to calming.",k-eng-8-1-1,easy,ai-generated,false,D,confront,false,4
q-eng8.1-03,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: CANDID","'Forthright' is correct — 'candid' means honest, direct, and open, and 'forthright' is the closest synonym. 'Evasive' is the antonym (deliberately vague or indirect). 'Ambiguous' means unclear or having multiple interpretations, not related to honesty. 'Reserved' means restrained in manner, which contrasts with the openness of candid.",k-eng-8-1-1,easy,ai-generated,false,A,forthright,true,1
q-eng8.1-03,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: CANDID","'Forthright' is correct — 'candid' means honest, direct, and open, and 'forthright' is the closest synonym. 'Evasive' is the antonym (deliberately vague or indirect). 'Ambiguous' means unclear or having multiple interpretations, not related to honesty. 'Reserved' means restrained in manner, which contrasts with the openness of candid.",k-eng-8-1-1,easy,ai-generated,false,B,evasive,false,2
q-eng8.1-03,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: CANDID","'Forthright' is correct — 'candid' means honest, direct, and open, and 'forthright' is the closest synonym. 'Evasive' is the antonym (deliberately vague or indirect). 'Ambiguous' means unclear or having multiple interpretations, not related to honesty. 'Reserved' means restrained in manner, which contrasts with the openness of candid.",k-eng-8-1-1,easy,ai-generated,false,C,ambiguous,false,3
q-eng8.1-03,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: CANDID","'Forthright' is correct — 'candid' means honest, direct, and open, and 'forthright' is the closest synonym. 'Evasive' is the antonym (deliberately vague or indirect). 'Ambiguous' means unclear or having multiple interpretations, not related to honesty. 'Reserved' means restrained in manner, which contrasts with the openness of candid.",k-eng-8-1-1,easy,ai-generated,false,D,reserved,false,4
q-eng8.1-04,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: DILIGENT","'Assiduous' is correct — both 'diligent' and 'assiduous' mean showing careful and persistent effort in one's work. 'Slothful' is the antonym (lazy and slow). 'Negligent' means careless and inattentive, which is the opposite of diligent. 'Impulsive' means acting rashly without forethought, a different concept entirely.",k-eng-8-1-1,hard,ai-generated,false,A,slothful,false,1
q-eng8.1-04,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: DILIGENT","'Assiduous' is correct — both 'diligent' and 'assiduous' mean showing careful and persistent effort in one's work. 'Slothful' is the antonym (lazy and slow). 'Negligent' means careless and inattentive, which is the opposite of diligent. 'Impulsive' means acting rashly without forethought, a different concept entirely.",k-eng-8-1-1,hard,ai-generated,false,B,negligent,false,2
q-eng8.1-04,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: DILIGENT","'Assiduous' is correct — both 'diligent' and 'assiduous' mean showing careful and persistent effort in one's work. 'Slothful' is the antonym (lazy and slow). 'Negligent' means careless and inattentive, which is the opposite of diligent. 'Impulsive' means acting rashly without forethought, a different concept entirely.",k-eng-8-1-1,hard,ai-generated,false,C,impulsive,false,3
q-eng8.1-04,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: DILIGENT","'Assiduous' is correct — both 'diligent' and 'assiduous' mean showing careful and persistent effort in one's work. 'Slothful' is the antonym (lazy and slow). 'Negligent' means careless and inattentive, which is the opposite of diligent. 'Impulsive' means acting rashly without forethought, a different concept entirely.",k-eng-8-1-1,hard,ai-generated,false,D,assiduous,true,4
q-eng8.1-05,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: FRUGAL","'Thrifty' is correct — 'frugal' and 'thrifty' both mean being careful with money and avoiding waste. 'Extravagant' is the antonym (spending excessively). 'Generous' means giving freely, which contrasts with frugal's careful restraint. 'Ostentatious' means showy and displaying wealth openly, the opposite of frugal simplicity.",k-eng-8-1-1,easy,ai-generated,false,A,extravagant,false,1
q-eng8.1-05,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: FRUGAL","'Thrifty' is correct — 'frugal' and 'thrifty' both mean being careful with money and avoiding waste. 'Extravagant' is the antonym (spending excessively). 'Generous' means giving freely, which contrasts with frugal's careful restraint. 'Ostentatious' means showy and displaying wealth openly, the opposite of frugal simplicity.",k-eng-8-1-1,easy,ai-generated,false,B,thrifty,true,2
q-eng8.1-05,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: FRUGAL","'Thrifty' is correct — 'frugal' and 'thrifty' both mean being careful with money and avoiding waste. 'Extravagant' is the antonym (spending excessively). 'Generous' means giving freely, which contrasts with frugal's careful restraint. 'Ostentatious' means showy and displaying wealth openly, the opposite of frugal simplicity.",k-eng-8-1-1,easy,ai-generated,false,C,generous,false,3
q-eng8.1-05,ENG8.1,mc,"Choose the word that is CLOSEST IN MEANING to: FRUGAL","'Thrifty' is correct — 'frugal' and 'thrifty' both mean being careful with money and avoiding waste. 'Extravagant' is the antonym (spending excessively). 'Generous' means giving freely, which contrasts with frugal's careful restraint. 'Ostentatious' means showy and displaying wealth openly, the opposite of frugal simplicity.",k-eng-8-1-1,easy,ai-generated,false,D,ostentatious,false,4
q-eng8.1-06,ENG8.1,mc,"In the following sentence, choose the word that is CLOSEST IN MEANING to the word in capital letters. 'The barrister delivered an ELOQUENT argument that convinced even the most sceptical jurors.'","'Articulate' is correct — 'eloquent' means fluent and persuasive in expression, and 'articulate' best captures the idea of clear and well-expressed speech. 'Passionate' describes emotional intensity, not the quality of linguistic expression. 'Lengthy' refers to duration, not quality. 'Articulate' matches 'eloquent' as a descriptor of the speech's quality; 'persuasive' describes its effect but not the manner of expression itself.",k-eng-8-1-1,medium,ai-generated,false,A,passionate,false,1
q-eng8.1-06,ENG8.1,mc,"In the following sentence, choose the word that is CLOSEST IN MEANING to the word in capital letters. 'The barrister delivered an ELOQUENT argument that convinced even the most sceptical jurors.'","'Articulate' is correct — 'eloquent' means fluent and persuasive in expression, and 'articulate' best captures the idea of clear and well-expressed speech. 'Passionate' describes emotional intensity, not the quality of linguistic expression. 'Lengthy' refers to duration, not quality. 'Articulate' matches 'eloquent' as a descriptor of the speech's quality; 'persuasive' describes its effect but not the manner of expression itself.",k-eng-8-1-1,medium,ai-generated,false,B,lengthy,false,2
q-eng8.1-06,ENG8.1,mc,"In the following sentence, choose the word that is CLOSEST IN MEANING to the word in capital letters. 'The barrister delivered an ELOQUENT argument that convinced even the most sceptical jurors.'","'Articulate' is correct — 'eloquent' means fluent and persuasive in expression, and 'articulate' best captures the idea of clear and well-expressed speech. 'Passionate' describes emotional intensity, not the quality of linguistic expression. 'Lengthy' refers to duration, not quality. 'Articulate' matches 'eloquent' as a descriptor of the speech's quality; 'persuasive' describes its effect but not the manner of expression itself.",k-eng-8-1-1,medium,ai-generated,false,C,articulate,true,3
q-eng8.1-06,ENG8.1,mc,"In the following sentence, choose the word that is CLOSEST IN MEANING to the word in capital letters. 'The barrister delivered an ELOQUENT argument that convinced even the most sceptical jurors.'","'Articulate' is correct — 'eloquent' means fluent and persuasive in expression, and 'articulate' best captures the idea of clear and well-expressed speech. 'Passionate' describes emotional intensity, not the quality of linguistic expression. 'Lengthy' refers to duration, not quality. 'Articulate' matches 'eloquent' as a descriptor of the speech's quality; 'persuasive' describes its effect but not the manner of expression itself.",k-eng-8-1-1,medium,ai-generated,false,D,persuasive,false,4
q-eng8.1-07,ENG8.1,mc,"In the following sentence, choose the word that is CLOSEST IN MEANING to the word in capital letters. 'Despite repeated setbacks, the scientist remained TENACIOUS in her pursuit of a cure.'","'Persistent' is correct — 'tenacious' means holding firmly to a purpose despite obstacles, and 'persistent' is the closest synonym in this context. 'Optimistic' describes a hopeful attitude, not the quality of maintaining effort despite difficulty. 'Reckless' means careless of consequences, which contradicts the focused determination of tenacious. 'Brilliant' refers to intellectual ability, an entirely different quality.",k-eng-8-1-1,medium,ai-generated,false,A,persistent,true,1
q-eng8.1-07,ENG8.1,mc,"In the following sentence, choose the word that is CLOSEST IN MEANING to the word in capital letters. 'Despite repeated setbacks, the scientist remained TENACIOUS in her pursuit of a cure.'","'Persistent' is correct — 'tenacious' means holding firmly to a purpose despite obstacles, and 'persistent' is the closest synonym in this context. 'Optimistic' describes a hopeful attitude, not the quality of maintaining effort despite difficulty. 'Reckless' means careless of consequences, which contradicts the focused determination of tenacious. 'Brilliant' refers to intellectual ability, an entirely different quality.",k-eng-8-1-1,medium,ai-generated,false,B,optimistic,false,2
q-eng8.1-07,ENG8.1,mc,"In the following sentence, choose the word that is CLOSEST IN MEANING to the word in capital letters. 'Despite repeated setbacks, the scientist remained TENACIOUS in her pursuit of a cure.'","'Persistent' is correct — 'tenacious' means holding firmly to a purpose despite obstacles, and 'persistent' is the closest synonym in this context. 'Optimistic' describes a hopeful attitude, not the quality of maintaining effort despite difficulty. 'Reckless' means careless of consequences, which contradicts the focused determination of tenacious. 'Brilliant' refers to intellectual ability, an entirely different quality.",k-eng-8-1-1,medium,ai-generated,false,C,reckless,false,3
