question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng9.2-01,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The scientist's report was not only _____ but also _____.'","'Accurate / comprehensive' is correct because 'not only...but also' requires parallel adjectives on both sides. 'Accurate / comprehensively' breaks parallelism — an adverb cannot parallel an adjective. 'Accurately / comprehensive' reverses the error by placing an adverb first and an adjective second. 'Accuracy / comprehensive' mixes a noun with an adjective, violating parallel structure.",k-eng-9-2-1,easy,ai-generated,false,A,accurate / comprehensive,true,1
q-eng9.2-01,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The scientist's report was not only _____ but also _____.'","'Accurate / comprehensive' is correct because 'not only...but also' requires parallel adjectives on both sides. 'Accurate / comprehensively' breaks parallelism — an adverb cannot parallel an adjective. 'Accurately / comprehensive' reverses the error by placing an adverb first and an adjective second. 'Accuracy / comprehensive' mixes a noun with an adjective, violating parallel structure.",k-eng-9-2-1,easy,ai-generated,false,B,accurate / comprehensively,false,2
q-eng9.2-01,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The scientist's report was not only _____ but also _____.'","'Accurate / comprehensive' is correct because 'not only...but also' requires parallel adjectives on both sides. 'Accurate / comprehensively' breaks parallelism — an adverb cannot parallel an adjective. 'Accurately / comprehensive' reverses the error by placing an adverb first and an adjective second. 'Accuracy / comprehensive' mixes a noun with an adjective, violating parallel structure.",k-eng-9-2-1,easy,ai-generated,false,C,accurately / comprehensive,false,3
q-eng9.2-01,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The scientist's report was not only _____ but also _____.'","'Accurate / comprehensive' is correct because 'not only...but also' requires parallel adjectives on both sides. 'Accurate / comprehensively' breaks parallelism — an adverb cannot parallel an adjective. 'Accurately / comprehensive' reverses the error by placing an adverb first and an adjective second. 'Accuracy / comprehensive' mixes a noun with an adjective, violating parallel structure.",k-eng-9-2-1,easy,ai-generated,false,D,accuracy / comprehensive,false,4
q-eng9.2-02,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The students were asked to stop _____ and start _____.'","'Talking / listening' is correct because after 'stop' and 'start' the verbs must be gerunds to maintain parallel structure. 'To talk / listening' mixes an infinitive with a gerund, breaking parallelism. 'Talk / listening' uses a bare infinitive where a gerund is required after 'stop'. 'Talking / to listen' correctly uses a gerund first but incorrectly uses an infinitive after 'start' instead of a gerund.",k-eng-9-2-1,easy,ai-generated,false,A,to talk / listening,false,1
q-eng9.2-02,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The students were asked to stop _____ and start _____.'","'Talking / listening' is correct because after 'stop' and 'start' the verbs must be gerunds to maintain parallel structure. 'To talk / listening' mixes an infinitive with a gerund, breaking parallelism. 'Talk / listening' uses a bare infinitive where a gerund is required after 'stop'. 'Talking / to listen' correctly uses a gerund first but incorrectly uses an infinitive after 'start' instead of a gerund.",k-eng-9-2-1,easy,ai-generated,false,B,talking / listening,true,2
q-eng9.2-02,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The students were asked to stop _____ and start _____.'","'Talking / listening' is correct because after 'stop' and 'start' the verbs must be gerunds to maintain parallel structure. 'To talk / listening' mixes an infinitive with a gerund, breaking parallelism. 'Talk / listening' uses a bare infinitive where a gerund is required after 'stop'. 'Talking / to listen' correctly uses a gerund first but incorrectly uses an infinitive after 'start' instead of a gerund.",k-eng-9-2-1,easy,ai-generated,false,C,talk / listening,false,3
q-eng9.2-02,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The students were asked to stop _____ and start _____.'","'Talking / listening' is correct because after 'stop' and 'start' the verbs must be gerunds to maintain parallel structure. 'To talk / listening' mixes an infinitive with a gerund, breaking parallelism. 'Talk / listening' uses a bare infinitive where a gerund is required after 'stop'. 'Talking / to listen' correctly uses a gerund first but incorrectly uses an infinitive after 'start' instead of a gerund.",k-eng-9-2-1,easy,ai-generated,false,D,talking / to listen,false,4
q-eng9.2-03,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The new regulations aim to both _____ pollution and _____ economic growth.'","'Reduce / promote' is correct because after 'both...and' following the infinitive marker 'to', both verbs must be bare infinitives. 'Reducing / promoting' uses gerunds, which break the parallel infinitive structure. 'Reduce / promotion' incorrectly uses a noun where a bare infinitive is required for the second blank. 'Reduced / promoted' uses past-tense forms where bare infinitives are required.",k-eng-9-2-1,medium,ai-generated,false,A,reducing / promoting,false,1
q-eng9.2-03,ENG9.2,mc,"Choose the pair that correctly fills the blanks: 'The new regulations aim to both _____ pollution and _____ economic growth.'","'Reduce / promote' is correct because after 'both...and' following the infinitive marker 'to', both verbs must be bare infinitives. 'Reducing / promoting' uses gerunds, which break the parallel infinitive structure. 'Reduce / promotion' incorrectly uses a noun where a bare infinitive is required for the second blank. 'Reduced / promoted' uses past-tense forms where bare infinitives are required.",k-eng-9-2-1,medium,ai-generated,false,B,reduce / promotion,false,2
