question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-eng11.2-01,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'All managers in the company must attend the annual conference.'","Option C correctly applies a subset inference — if all managers must attend, then any specific manager (Priya) must also attend. Option A commits the reverse implication fallacy — the statement says all managers attend, not that all attendees are managers. Option B overreaches by claiming none of the non-managerial employees will attend — the statement makes no claim about who else might attend. Option D broadens 'managers' to 'all employees', which is a direct factual overreach not supported by the statement.",k-eng-11-2-1,easy,ai-generated,false,A,All those who attend the annual conference are managers.,false,1
q-eng11.2-01,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'All managers in the company must attend the annual conference.'","Option C correctly applies a subset inference — if all managers must attend, then any specific manager (Priya) must also attend. Option A commits the reverse implication fallacy — the statement says all managers attend, not that all attendees are managers. Option B overreaches by claiming none of the non-managerial employees will attend — the statement makes no claim about who else might attend. Option D broadens 'managers' to 'all employees', which is a direct factual overreach not supported by the statement.",k-eng-11-2-1,easy,ai-generated,false,B,None of the non-managerial employees will attend the conference.,false,2
q-eng11.2-01,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'All managers in the company must attend the annual conference.'","Option C correctly applies a subset inference — if all managers must attend, then any specific manager (Priya) must also attend. Option A commits the reverse implication fallacy — the statement says all managers attend, not that all attendees are managers. Option B overreaches by claiming none of the non-managerial employees will attend — the statement makes no claim about who else might attend. Option D broadens 'managers' to 'all employees', which is a direct factual overreach not supported by the statement.",k-eng-11-2-1,easy,ai-generated,false,C,"If Priya is a manager in the company, she must attend the conference.",true,3
q-eng11.2-01,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'All managers in the company must attend the annual conference.'","Option C correctly applies a subset inference — if all managers must attend, then any specific manager (Priya) must also attend. Option A commits the reverse implication fallacy — the statement says all managers attend, not that all attendees are managers. Option B overreaches by claiming none of the non-managerial employees will attend — the statement makes no claim about who else might attend. Option D broadens 'managers' to 'all employees', which is a direct factual overreach not supported by the statement.",k-eng-11-2-1,easy,ai-generated,false,D,The annual conference is mandatory for all employees.,false,4
q-eng11.2-02,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Most students in the class passed the examination.'","Option B necessarily follows — if 'most' passed, then by definition some did not; 'most' cannot mean 'all'. Option A overreaches by replacing 'most' with 'all', which is a classic quantifier error. Option C directly contradicts the inference from 'most' — if most passed, some failed, meaning C is false. Option D introduces outside speculation about the exam's difficulty, which is not stated or implied in the original.",k-eng-11-2-1,easy,ai-generated,false,A,All students in the class passed the examination.,false,1
q-eng11.2-02,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Most students in the class passed the examination.'","Option B necessarily follows — if 'most' passed, then by definition some did not; 'most' cannot mean 'all'. Option A overreaches by replacing 'most' with 'all', which is a classic quantifier error. Option C directly contradicts the inference from 'most' — if most passed, some failed, meaning C is false. Option D introduces outside speculation about the exam's difficulty, which is not stated or implied in the original.",k-eng-11-2-1,easy,ai-generated,false,B,Some students in the class did not pass the examination.,true,2
q-eng11.2-02,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Most students in the class passed the examination.'","Option B necessarily follows — if 'most' passed, then by definition some did not; 'most' cannot mean 'all'. Option A overreaches by replacing 'most' with 'all', which is a classic quantifier error. Option C directly contradicts the inference from 'most' — if most passed, some failed, meaning C is false. Option D introduces outside speculation about the exam's difficulty, which is not stated or implied in the original.",k-eng-11-2-1,easy,ai-generated,false,C,No student in the class failed the examination.,false,3
q-eng11.2-02,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Most students in the class passed the examination.'","Option B necessarily follows — if 'most' passed, then by definition some did not; 'most' cannot mean 'all'. Option A overreaches by replacing 'most' with 'all', which is a classic quantifier error. Option C directly contradicts the inference from 'most' — if most passed, some failed, meaning C is false. Option D introduces outside speculation about the exam's difficulty, which is not stated or implied in the original.",k-eng-11-2-1,easy,ai-generated,false,D,The examination was easy for the students.,false,4
q-eng11.2-03,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Whenever it rains in this city, the traffic on the main roads gets worse.'","Option D correctly applies the contrapositive — if rain causes worse traffic, then no worse traffic implies no rain; this is a logically valid inference. Option A overgeneralises by claiming traffic is 'always bad', whereas the statement limits worsening to rainy conditions only. Option B broadens scope to the whole country, whereas the statement refers only to 'this city'. Option C introduces a claim about road infrastructure quality that is not stated and constitutes outside knowledge.",k-eng-11-2-1,medium,ai-generated,false,A,The traffic in this city is always bad.,false,1
q-eng11.2-03,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Whenever it rains in this city, the traffic on the main roads gets worse.'","Option D correctly applies the contrapositive — if rain causes worse traffic, then no worse traffic implies no rain; this is a logically valid inference. Option A overgeneralises by claiming traffic is 'always bad', whereas the statement limits worsening to rainy conditions only. Option B broadens scope to the whole country, whereas the statement refers only to 'this city'. Option C introduces a claim about road infrastructure quality that is not stated and constitutes outside knowledge.",k-eng-11-2-1,medium,ai-generated,false,B,Rain causes traffic problems throughout the country.,false,2
q-eng11.2-03,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Whenever it rains in this city, the traffic on the main roads gets worse.'","Option D correctly applies the contrapositive — if rain causes worse traffic, then no worse traffic implies no rain; this is a logically valid inference. Option A overgeneralises by claiming traffic is 'always bad', whereas the statement limits worsening to rainy conditions only. Option B broadens scope to the whole country, whereas the statement refers only to 'this city'. Option C introduces a claim about road infrastructure quality that is not stated and constitutes outside knowledge.",k-eng-11-2-1,medium,ai-generated,false,C,The city has poor road infrastructure.,false,3
q-eng11.2-03,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Whenever it rains in this city, the traffic on the main roads gets worse.'","Option D correctly applies the contrapositive — if rain causes worse traffic, then no worse traffic implies no rain; this is a logically valid inference. Option A overgeneralises by claiming traffic is 'always bad', whereas the statement limits worsening to rainy conditions only. Option B broadens scope to the whole country, whereas the statement refers only to 'this city'. Option C introduces a claim about road infrastructure quality that is not stated and constitutes outside knowledge.",k-eng-11-2-1,medium,ai-generated,false,D,"If traffic on the main roads has not worsened, it has not rained.",true,4
q-eng11.2-04,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Some scientists who study climate do not believe that current changes are primarily human-caused.'","Option A is a direct and valid restatement — 'some scientists do not believe' is logically equivalent to 'not all scientists believe'. Option B replaces 'some' with 'most', upgrading the quantifier in a way that is not supported by the statement. Option C draws a factual conclusion about climate change itself rather than about the scientists' beliefs — the statement is about belief, not fact. Option D infers an equal split from 'some', specifying a proportion that is entirely unsupported.",k-eng-11-2-1,medium,ai-generated,false,A,Not all scientists who study climate believe the changes are primarily human-caused.,true,1
q-eng11.2-04,ENG11.2,mc,"Read the statement and choose the conclusion that most logically follows: 'Some scientists who study climate do not believe that current changes are primarily human-caused.'","Option A is a direct and valid restatement — 'some scientists do not believe' is logically equivalent to 'not all scientists believe'. Option B replaces 'some' with 'most', upgrading the quantifier in a way that is not supported by the statement. Option C draws a factual conclusion about climate change itself rather than about the scientists' beliefs — the statement is about belief, not fact. Option D infers an equal split from 'some', specifying a proportion that is entirely unsupported.",k-eng-11-2-1,medium,ai-generated,false,B,Most scientists who study climate believe the changes are not human-caused.,false,2
