question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-1-2-01,TS1.2,mc,"A data engineering team needs to run custom PySpark code to transform petabytes of raw clickstream data stored in Amazon S3. The team wants to run this job without provisioning or managing any servers. Which AWS service should they use?","AWS Glue is the correct answer because it is a fully managed serverless ETL service that runs PySpark and Scala code without any server provisioning. Amazon EMR requires you to provision and manage EC2 clusters. AWS Glue DataBrew is visual no-code and does not support custom PySpark code. Amazon Athena is for SQL queries not PySpark transformations.",k-1-2-1,easy,ai-generated,false,A,Amazon EMR with a Spark cluster,false,1
q-1-2-01,TS1.2,mc,"A data engineering team needs to run custom PySpark code to transform petabytes of raw clickstream data stored in Amazon S3. The team wants to run this job without provisioning or managing any servers. Which AWS service should they use?","AWS Glue is the correct answer because it is a fully managed serverless ETL service that runs PySpark and Scala code without any server provisioning. Amazon EMR requires you to provision and manage EC2 clusters. AWS Glue DataBrew is visual no-code and does not support custom PySpark code. Amazon Athena is for SQL queries not PySpark transformations.",k-1-2-1,easy,ai-generated,false,B,AWS Glue,true,2
q-1-2-01,TS1.2,mc,"A data engineering team needs to run custom PySpark code to transform petabytes of raw clickstream data stored in Amazon S3. The team wants to run this job without provisioning or managing any servers. Which AWS service should they use?","AWS Glue is the correct answer because it is a fully managed serverless ETL service that runs PySpark and Scala code without any server provisioning. Amazon EMR requires you to provision and manage EC2 clusters. AWS Glue DataBrew is visual no-code and does not support custom PySpark code. Amazon Athena is for SQL queries not PySpark transformations.",k-1-2-1,easy,ai-generated,false,C,AWS Glue DataBrew,false,3
q-1-2-01,TS1.2,mc,"A data engineering team needs to run custom PySpark code to transform petabytes of raw clickstream data stored in Amazon S3. The team wants to run this job without provisioning or managing any servers. Which AWS service should they use?","AWS Glue is the correct answer because it is a fully managed serverless ETL service that runs PySpark and Scala code without any server provisioning. Amazon EMR requires you to provision and manage EC2 clusters. AWS Glue DataBrew is visual no-code and does not support custom PySpark code. Amazon Athena is for SQL queries not PySpark transformations.",k-1-2-1,easy,ai-generated,false,D,Amazon Athena,false,4
q-1-2-02,TS1.2,mc,"A company has an existing on-premises Apache Hadoop cluster processing 500 TB of log data daily for ML feature generation. The team is migrating to AWS and needs full control over the cluster configuration, instance types, and Spark tuning parameters. Which AWS service best meets these requirements?","Amazon EMR is correct because it provides a managed cluster platform where you choose EC2 instance types and have full control over Spark, Hadoop, and cluster configuration. AWS Glue is serverless and does not allow cluster-level tuning. AWS Glue DataBrew is a visual no-code tool. Amazon Athena is a query service not a processing cluster.",k-1-2-2,easy,ai-generated,false,A,AWS Glue,false,1
q-1-2-02,TS1.2,mc,"A company has an existing on-premises Apache Hadoop cluster processing 500 TB of log data daily for ML feature generation. The team is migrating to AWS and needs full control over the cluster configuration, instance types, and Spark tuning parameters. Which AWS service best meets these requirements?","Amazon EMR is correct because it provides a managed cluster platform where you choose EC2 instance types and have full control over Spark, Hadoop, and cluster configuration. AWS Glue is serverless and does not allow cluster-level tuning. AWS Glue DataBrew is a visual no-code tool. Amazon Athena is a query service not a processing cluster.",k-1-2-2,easy,ai-generated,false,B,Amazon EMR,true,2
q-1-2-02,TS1.2,mc,"A company has an existing on-premises Apache Hadoop cluster processing 500 TB of log data daily for ML feature generation. The team is migrating to AWS and needs full control over the cluster configuration, instance types, and Spark tuning parameters. Which AWS service best meets these requirements?","Amazon EMR is correct because it provides a managed cluster platform where you choose EC2 instance types and have full control over Spark, Hadoop, and cluster configuration. AWS Glue is serverless and does not allow cluster-level tuning. AWS Glue DataBrew is a visual no-code tool. Amazon Athena is a query service not a processing cluster.",k-1-2-2,easy,ai-generated,false,C,AWS Glue DataBrew,false,3
q-1-2-02,TS1.2,mc,"A company has an existing on-premises Apache Hadoop cluster processing 500 TB of log data daily for ML feature generation. The team is migrating to AWS and needs full control over the cluster configuration, instance types, and Spark tuning parameters. Which AWS service best meets these requirements?","Amazon EMR is correct because it provides a managed cluster platform where you choose EC2 instance types and have full control over Spark, Hadoop, and cluster configuration. AWS Glue is serverless and does not allow cluster-level tuning. AWS Glue DataBrew is a visual no-code tool. Amazon Athena is a query service not a processing cluster.",k-1-2-2,easy,ai-generated,false,D,Amazon Athena,false,4
q-1-2-03,TS1.2,mc,"A business analyst without programming experience needs to clean a customer dataset by removing duplicate records, standardizing date formats, and filling missing values before it is used for ML training. Which AWS service provides a visual interface to accomplish this without writing any code?","AWS Glue DataBrew is correct because it is a visual no-code data preparation tool with over 250 pre-built transformations designed for non-programmers. AWS Glue requires PySpark code. Amazon EMR requires programming knowledge. SageMaker Data Wrangler is ML-specific and outputs to SageMaker pipelines not general analytics.",k-1-2-3,easy,ai-generated,false,A,AWS Glue,false,1
q-1-2-03,TS1.2,mc,"A business analyst without programming experience needs to clean a customer dataset by removing duplicate records, standardizing date formats, and filling missing values before it is used for ML training. Which AWS service provides a visual interface to accomplish this without writing any code?","AWS Glue DataBrew is correct because it is a visual no-code data preparation tool with over 250 pre-built transformations designed for non-programmers. AWS Glue requires PySpark code. Amazon EMR requires programming knowledge. SageMaker Data Wrangler is ML-specific and outputs to SageMaker pipelines not general analytics.",k-1-2-3,easy,ai-generated,false,B,Amazon EMR,false,2
