question_ref,lo_code,question_type,question_text,explanation,subtopic_codes,difficulty,source,verified,option_key,option_text,answer_value,sort_order
q-1-3-01,TS1.3,mc,"A company has 50000 raw product images stored in Amazon S3 that need to be labeled with categories such as electronics, clothing, and furniture before they can be used to train an image classification model. The team wants a managed service to coordinate the labeling workforce. Which AWS service should the ML engineer use?","Amazon SageMaker Ground Truth is correct because it is specifically designed to build labeled training datasets. It manages the labeling workflow and can use Amazon Mechanical Turk for a public workforce, a private workforce, or AWS-managed vendor companies. Amazon Rekognition analyzes already-labeled images but cannot create labeled datasets. AWS Glue Data Quality validates data rules but does not label images. Amazon Macie detects sensitive data but cannot assign category labels.",k-1-3-1,easy,ai-generated,false,A,Amazon Rekognition,false,1
q-1-3-01,TS1.3,mc,"A company has 50000 raw product images stored in Amazon S3 that need to be labeled with categories such as electronics, clothing, and furniture before they can be used to train an image classification model. The team wants a managed service to coordinate the labeling workforce. Which AWS service should the ML engineer use?","Amazon SageMaker Ground Truth is correct because it is specifically designed to build labeled training datasets. It manages the labeling workflow and can use Amazon Mechanical Turk for a public workforce, a private workforce, or AWS-managed vendor companies. Amazon Rekognition analyzes already-labeled images but cannot create labeled datasets. AWS Glue Data Quality validates data rules but does not label images. Amazon Macie detects sensitive data but cannot assign category labels.",k-1-3-1,easy,ai-generated,false,B,Amazon SageMaker Ground Truth,true,2
q-1-3-01,TS1.3,mc,"A company has 50000 raw product images stored in Amazon S3 that need to be labeled with categories such as electronics, clothing, and furniture before they can be used to train an image classification model. The team wants a managed service to coordinate the labeling workforce. Which AWS service should the ML engineer use?","Amazon SageMaker Ground Truth is correct because it is specifically designed to build labeled training datasets. It manages the labeling workflow and can use Amazon Mechanical Turk for a public workforce, a private workforce, or AWS-managed vendor companies. Amazon Rekognition analyzes already-labeled images but cannot create labeled datasets. AWS Glue Data Quality validates data rules but does not label images. Amazon Macie detects sensitive data but cannot assign category labels.",k-1-3-1,easy,ai-generated,false,C,AWS Glue Data Quality,false,3
q-1-3-01,TS1.3,mc,"A company has 50000 raw product images stored in Amazon S3 that need to be labeled with categories such as electronics, clothing, and furniture before they can be used to train an image classification model. The team wants a managed service to coordinate the labeling workforce. Which AWS service should the ML engineer use?","Amazon SageMaker Ground Truth is correct because it is specifically designed to build labeled training datasets. It manages the labeling workflow and can use Amazon Mechanical Turk for a public workforce, a private workforce, or AWS-managed vendor companies. Amazon Rekognition analyzes already-labeled images but cannot create labeled datasets. AWS Glue Data Quality validates data rules but does not label images. Amazon Macie detects sensitive data but cannot assign category labels.",k-1-3-1,easy,ai-generated,false,D,Amazon Macie,false,4
q-1-3-02,TS1.3,mc,"A healthcare company is preparing a loan approval dataset for model training. Before training begins, the ML team wants to determine whether the dataset fairly represents all demographic groups or whether certain groups are underrepresented. Which AWS service should the ML engineer use?","Amazon SageMaker Clarify pre-training bias detection is correct because it analyzes the dataset before training and computes statistical bias metrics such as Class Imbalance and Difference in Proportions of Labels across demographic groups. Amazon SageMaker Debugger monitors training runs for convergence issues not dataset bias. AWS Glue Data Quality validates data quality rules like completeness and uniqueness but does not compute fairness metrics. Amazon Macie detects sensitive data like PII but does not measure demographic representation.",k-1-3-2,easy,ai-generated,false,A,Amazon SageMaker Debugger,false,1
q-1-3-02,TS1.3,mc,"A healthcare company is preparing a loan approval dataset for model training. Before training begins, the ML team wants to determine whether the dataset fairly represents all demographic groups or whether certain groups are underrepresented. Which AWS service should the ML engineer use?","Amazon SageMaker Clarify pre-training bias detection is correct because it analyzes the dataset before training and computes statistical bias metrics such as Class Imbalance and Difference in Proportions of Labels across demographic groups. Amazon SageMaker Debugger monitors training runs for convergence issues not dataset bias. AWS Glue Data Quality validates data quality rules like completeness and uniqueness but does not compute fairness metrics. Amazon Macie detects sensitive data like PII but does not measure demographic representation.",k-1-3-2,easy,ai-generated,false,B,Amazon SageMaker Clarify,true,2
q-1-3-02,TS1.3,mc,"A healthcare company is preparing a loan approval dataset for model training. Before training begins, the ML team wants to determine whether the dataset fairly represents all demographic groups or whether certain groups are underrepresented. Which AWS service should the ML engineer use?","Amazon SageMaker Clarify pre-training bias detection is correct because it analyzes the dataset before training and computes statistical bias metrics such as Class Imbalance and Difference in Proportions of Labels across demographic groups. Amazon SageMaker Debugger monitors training runs for convergence issues not dataset bias. AWS Glue Data Quality validates data quality rules like completeness and uniqueness but does not compute fairness metrics. Amazon Macie detects sensitive data like PII but does not measure demographic representation.",k-1-3-2,easy,ai-generated,false,C,AWS Glue Data Quality,false,3
q-1-3-02,TS1.3,mc,"A healthcare company is preparing a loan approval dataset for model training. Before training begins, the ML team wants to determine whether the dataset fairly represents all demographic groups or whether certain groups are underrepresented. Which AWS service should the ML engineer use?","Amazon SageMaker Clarify pre-training bias detection is correct because it analyzes the dataset before training and computes statistical bias metrics such as Class Imbalance and Difference in Proportions of Labels across demographic groups. Amazon SageMaker Debugger monitors training runs for convergence issues not dataset bias. AWS Glue Data Quality validates data quality rules like completeness and uniqueness but does not compute fairness metrics. Amazon Macie detects sensitive data like PII but does not measure demographic representation.",k-1-3-2,easy,ai-generated,false,D,Amazon Macie,false,4
q-1-3-03,TS1.3,mc,"An ML engineer is building a fraud detection model. The training dataset contains 980000 legitimate transactions and only 2000 fraudulent transactions. If trained on this raw imbalanced data, the model is likely to classify everything as legitimate and achieve 99.8% accuracy while completely missing fraud cases. Which technique should the ML engineer apply to address this class imbalance?","SMOTE (Synthetic Minority Over-sampling Technique) is correct because it generates synthetic samples in the minority class by interpolating between existing minority examples, addressing the imbalance without exact duplication. Undersampling removes majority class rows and loses potentially useful data. One-hot encoding is a categorical feature encoding technique not a resampling technique. Normalization scales numeric feature ranges and has no effect on class distribution.",k-1-3-3,easy,ai-generated,false,A,Apply undersampling to remove majority class rows until both classes are equal,false,1
q-1-3-03,TS1.3,mc,"An ML engineer is building a fraud detection model. The training dataset contains 980000 legitimate transactions and only 2000 fraudulent transactions. If trained on this raw imbalanced data, the model is likely to classify everything as legitimate and achieve 99.8% accuracy while completely missing fraud cases. Which technique should the ML engineer apply to address this class imbalance?","SMOTE (Synthetic Minority Over-sampling Technique) is correct because it generates synthetic samples in the minority class by interpolating between existing minority examples, addressing the imbalance without exact duplication. Undersampling removes majority class rows and loses potentially useful data. One-hot encoding is a categorical feature encoding technique not a resampling technique. Normalization scales numeric feature ranges and has no effect on class distribution.",k-1-3-3,easy,ai-generated,false,B,Apply SMOTE to generate synthetic minority class samples,true,2
q-1-3-03,TS1.3,mc,"An ML engineer is building a fraud detection model. The training dataset contains 980000 legitimate transactions and only 2000 fraudulent transactions. If trained on this raw imbalanced data, the model is likely to classify everything as legitimate and achieve 99.8% accuracy while completely missing fraud cases. Which technique should the ML engineer apply to address this class imbalance?","SMOTE (Synthetic Minority Over-sampling Technique) is correct because it generates synthetic samples in the minority class by interpolating between existing minority examples, addressing the imbalance without exact duplication. Undersampling removes majority class rows and loses potentially useful data. One-hot encoding is a categorical feature encoding technique not a resampling technique. Normalization scales numeric feature ranges and has no effect on class distribution.",k-1-3-3,easy,ai-generated,false,C,Apply one-hot encoding to the target label column,false,3
q-1-3-03,TS1.3,mc,"An ML engineer is building a fraud detection model. The training dataset contains 980000 legitimate transactions and only 2000 fraudulent transactions. If trained on this raw imbalanced data, the model is likely to classify everything as legitimate and achieve 99.8% accuracy while completely missing fraud cases. Which technique should the ML engineer apply to address this class imbalance?","SMOTE (Synthetic Minority Over-sampling Technique) is correct because it generates synthetic samples in the minority class by interpolating between existing minority examples, addressing the imbalance without exact duplication. Undersampling removes majority class rows and loses potentially useful data. One-hot encoding is a categorical feature encoding technique not a resampling technique. Normalization scales numeric feature ranges and has no effect on class distribution.",k-1-3-3,easy,ai-generated,false,D,Apply min-max normalization to the transaction amount feature,false,4
q-1-3-04,TS1.3,mc,"An ML pipeline uses AWS Glue to process incoming customer data before training. The business requires that the customer age column always contain positive integers and that the email column match a valid format. If these rules are violated the pipeline must stop and alert the team. Which AWS service implements this requirement?","AWS Glue Data Quality is correct because it enables you to define rules such as value range constraints and format validations on columns within Glue ETL pipelines. It can halt the job or quarantine invalid records when rules are violated. Amazon SageMaker Clarify detects statistical bias and fairness issues not data format rule violations. Amazon Macie discovers sensitive data like PII but does not enforce validation rules that stop pipelines. SageMaker Ground Truth labels unlabeled data and has no pipeline validation capability.",k-1-3-4,easy,ai-generated,false,A,Amazon SageMaker Clarify,false,1
q-1-3-04,TS1.3,mc,"An ML pipeline uses AWS Glue to process incoming customer data before training. The business requires that the customer age column always contain positive integers and that the email column match a valid format. If these rules are violated the pipeline must stop and alert the team. Which AWS service implements this requirement?","AWS Glue Data Quality is correct because it enables you to define rules such as value range constraints and format validations on columns within Glue ETL pipelines. It can halt the job or quarantine invalid records when rules are violated. Amazon SageMaker Clarify detects statistical bias and fairness issues not data format rule violations. Amazon Macie discovers sensitive data like PII but does not enforce validation rules that stop pipelines. SageMaker Ground Truth labels unlabeled data and has no pipeline validation capability.",k-1-3-4,easy,ai-generated,false,B,AWS Glue Data Quality,true,2
